game_code,Date,attendance,season
201504080MEM,08/04/2015,17518,2014-15
201504080MIL,08/04/2015,14629,2014-15
201504080SAS,08/04/2015,18581,2014-15
201504080DEN,08/04/2015,13338,2014-15
201504080UTA,08/04/2015,18351,2014-15
201504080DAL,08/04/2015,20262,2014-15
201504080POR,08/04/2015,19499,2014-15
201504090MIA,09/04/2015,19641,2014-15
201504090GSW,09/04/2015,19596,2014-15
201504100ORL,10/04/2015,16227,2014-15
201504100ATL,10/04/2015,18462,2014-15
201504100BRK,10/04/2015,17732,2014-15
201504100CLE,10/04/2015,20562,2014-15
201504100DET,10/04/2015,18561,2014-15
201504100NYK,10/04/2015,19812,2014-15
201504100HOU,10/04/2015,18457,2014-15
201504100NOP,10/04/2015,17954,2014-15
201504100OKC,10/04/2015,18203,2014-15
201504100DEN,10/04/2015,14041,2014-15
201504100UTA,10/04/2015,18873,2014-15
201504100LAL,10/04/2015,17880,2014-15
201504110ORL,11/04/2015,17207,2014-15
201504110MIA,11/04/2015,19689,2014-15
201504110CHI,11/04/2015,22273,2014-15
201504110LAC,11/04/2015,19401,2014-15
201504110POR,11/04/2015,19908,2014-15
201504110GSW,11/04/2015,19596,2014-15
201504120BOS,12/04/2015,18624,2014-15
201504120MIL,12/04/2015,16504,2014-15
201504120DET,12/04/2015,17297,2014-15
201504120DEN,12/04/2015,14004,2014-15
201504120IND,12/04/2015,18165,2014-15
201504120WAS,12/04/2015,19041,2014-15
201504120HOU,12/04/2015,18318,2014-15
201504120SAS,12/04/2015,18581,2014-15
201504120LAL,12/04/2015,18071,2014-15
201504130CHO,13/04/2015,15797,2014-15
201504130CLE,13/04/2015,20562,2014-15
201504130PHI,13/04/2015,10598,2014-15
201504130ATL,13/04/2015,18265,2014-15
201504130BRK,13/04/2015,17732,2014-15
201504130MIA,13/04/2015,19600,2014-15
201504130MIN,13/04/2015,13009,2014-15
201504130OKC,13/04/2015,18203,2014-15
201504130UTA,13/04/2015,19911,2014-15
201504130SAC,13/04/2015,17317,2014-15
201504130GSW,13/04/2015,19596,2014-15
201504130LAC,13/04/2015,19060,2014-15
201504140BOS,14/04/2015,18624,2014-15
201504140IND,14/04/2015,18165,2014-15
201504140PHO,14/04/2015,18055,2014-15
201504150TOR,15/04/2015,19800,2014-15
201504150BRK,15/04/2015,17098,2014-15
201504150CHI,15/04/2015,22172,2014-15
201504150CLE,15/04/2015,20562,2014-15
201504150DAL,15/04/2015,20352,2014-15
201504150HOU,15/04/2015,18320,2014-15
201504150MIL,15/04/2015,17316,2014-15
201504150MIN,15/04/2015,18250,2014-15
201504150NOP,15/04/2015,18524,2014-15
201504150NYK,15/04/2015,19812,2014-15
201504150PHI,15/04/2015,14476,2014-15
201504150MEM,15/04/2015,17109,2014-15
201504150GSW,15/04/2015,19596,2014-15
201504150LAL,15/04/2015,18997,2014-15
201504180TOR,18/04/2015,19800,2014-15
201504180GSW,18/04/2015,19596,2014-15
201504180CHI,18/04/2015,21812,2014-15
201504180HOU,18/04/2015,18231,2014-15
201504190CLE,19/04/2015,20562,2014-15
201504190ATL,19/04/2015,18440,2014-15
201504190MEM,19/04/2015,18119,2014-15
201504190LAC,19/04/2015,19309,2014-15
201504200CHI,20/04/2015,21661,2014-15
201504200GSW,20/04/2015,19596,2014-15
201504210CLE,21/04/2015,20562,2014-15
201504210TOR,21/04/2015,19800,2014-15
201504210HOU,21/04/2015,18243,2014-15
201504220ATL,22/04/2015,18207,2014-15
201504220MEM,22/04/2015,18119,2014-15
201504220LAC,22/04/2015,19482,2014-15
201504230BOS,23/04/2015,18624,2014-15
201504230MIL,23/04/2015,18717,2014-15
201504230NOP,23/04/2015,18444,2014-15
201504240DAL,24/04/2015,20651,2014-15
201504240WAS,24/04/2015,20356,2014-15
201504240SAS,24/04/2015,18581,2014-15
201504250BRK,25/04/2015,17732,2014-15
201504250MIL,25/04/2015,18717,2014-15
201504250NOP,25/04/2015,18443,2014-15
201504250POR,25/04/2015,19945,2014-15
201504260BOS,26/04/2015,18624,2014-15
201504260SAS,26/04/2015,18581,2014-15
201504260WAS,26/04/2015,20356,2014-15
201504260DAL,26/04/2015,20589,2014-15
201504270BRK,27/04/2015,17732,2014-15
201504270CHI,27/04/2015,21814,2014-15
201504270POR,27/04/2015,19541,2014-15
201504280HOU,28/04/2015,18231,2014-15
201504280LAC,28/04/2015,19571,2014-15
201504290ATL,29/04/2015,18105,2014-15
201504290MEM,29/04/2015,18119,2014-15
201504300MIL,30/04/2015,18717,2014-15
201504300SAS,30/04/2015,18581,2014-15
201510270ATL,27/10/2015,,2015-16
201510270CHI,27/10/2015,,2015-16
201510270GSW,27/10/2015,,2015-16
201510280ORL,28/10/2015,,2015-16
201510280TOR,28/10/2015,,2015-16
201510280MIA,28/10/2015,,2015-16
201510280BRK,28/10/2015,,2015-16
201510280BOS,28/10/2015,,2015-16
201510280DET,28/10/2015,,2015-16
201510280HOU,28/10/2015,,2015-16
201510280OKC,28/10/2015,,2015-16
201510280MIL,28/10/2015,,2015-16
201510280MEM,28/10/2015,,2015-16
201510280PHO,28/10/2015,,2015-16
201510280POR,28/10/2015,,2015-16
201510280SAC,28/10/2015,,2015-16
201510280LAL,28/10/2015,,2015-16
201510290IND,29/10/2015,,2015-16
201510290NYK,29/10/2015,,2015-16
201510290LAC,29/10/2015,,2015-16
201510300PHI,30/10/2015,,2015-16
201510300ORL,30/10/2015,18846,2015-16
201510300CLE,30/10/2015,,2015-16
201510300DET,30/10/2015,16035,2015-16
201510300BOS,30/10/2015,,2015-16
201510300MIL,30/10/2015,,2015-16
201510300ATL,30/10/2015,,2015-16
201510300SAS,30/10/2015,,2015-16
201510300DEN,30/10/2015,,2015-16
201510300HOU,30/10/2015,,2015-16
201510300SAC,30/10/2015,,2015-16
201510300PHO,30/10/2015,,2015-16
201510310IND,31/10/2015,,2015-16
201510310WAS,31/10/2015,,2015-16
201510310NOP,31/10/2015,,2015-16
201510310MEM,31/10/2015,,2015-16
201510310POR,31/10/2015,,2015-16
201510310LAC,31/10/2015,,2015-16
201511010CHO,01/11/2015,,2015-16
201511010BOS,01/11/2015,,2015-16
201511010MIA,01/11/2015,,2015-16
201511010TOR,01/11/2015,,2015-16
201511010CHI,01/11/2015,,2015-16
201511010OKC,01/11/2015,,2015-16
201511010LAL,01/11/2015,,2015-16
201511020PHI,02/11/2015,,2015-16
201511020BRK,02/11/2015,,2015-16
201511020NYK,02/11/2015,,2015-16
201511020HOU,02/11/2015,,2015-16
201511020MIN,02/11/2015,,2015-16
201511020GSW,02/11/2015,,2015-16
201511020LAC,02/11/2015,,2015-16
201511030CHO,03/11/2015,,2015-16
201511030DET,03/11/2015,,2015-16
201511030MIA,03/11/2015,,2015-16
201511030NOP,03/11/2015,,2015-16
201511030DAL,03/11/2015,,2015-16
201511030SAC,03/11/2015,,2015-16
201511030LAL,03/11/2015,,2015-16
201511040IND,04/11/2015,,2015-16
201511040WAS,04/11/2015,,2015-16
201511040ATL,04/11/2015,,2015-16
201511040CLE,04/11/2015,,2015-16
201511040HOU,04/11/2015,16735,2015-16
201511040MIL,04/11/2015,,2015-16
201511040OKC,04/11/2015,,2015-16
201511040PHO,04/11/2015,,2015-16
201511040UTA,04/11/2015,,2015-16
201511040GSW,04/11/2015,,2015-16
201511050CHI,05/11/2015,,2015-16
201511050MIN,05/11/2015,,2015-16
201511050DAL,05/11/2015,,2015-16
201511050DEN,05/11/2015,,2015-16
201511050POR,05/11/2015,,2015-16
201511060ORL,06/11/2015,,2015-16
201511060BOS,06/11/2015,,2015-16
201511060BRK,06/11/2015,,2015-16
201511060CLE,06/11/2015,,2015-16
201511060NYK,06/11/2015,,2015-16
201511060IND,06/11/2015,,2015-16
201511060NOP,06/11/2015,,2015-16
201511060PHO,06/11/2015,,2015-16
201511060GSW,06/11/2015,,2015-16
201511060SAC,06/11/2015,,2015-16
201511070CHI,07/11/2015,21988,2015-16
201511070PHI,07/11/2015,,2015-16
201511070ATL,07/11/2015,,2015-16
201511070DAL,07/11/2015,,2015-16
201511070MIL,07/11/2015,,2015-16
201511070SAS,07/11/2015,,2015-16
201511070UTA,07/11/2015,,2015-16
201511070SAC,07/11/2015,,2015-16
201511070LAC,07/11/2015,,2015-16
201511080CLE,08/11/2015,,2015-16
201511080NYK,08/11/2015,,2015-16
201511080MIA,08/11/2015,,2015-16
201511080OKC,08/11/2015,,2015-16
201511080POR,08/11/2015,,2015-16
201511090IND,09/11/2015,,2015-16
201511090PHI,09/11/2015,,2015-16
201511090ATL,09/11/2015,,2015-16
201511090DEN,09/11/2015,,2015-16
201511090SAC,09/11/2015,,2015-16
201511090GSW,09/11/2015,,2015-16
201511090LAC,09/11/2015,,2015-16
201511100CLE,10/11/2015,,2015-16
201511100WAS,10/11/2015,,2015-16
201511100MIA,10/11/2015,,2015-16
201511100TOR,10/11/2015,,2015-16
201511100MIL,10/11/2015,,2015-16
201511100MIN,10/11/2015,,2015-16
201511100NOP,10/11/2015,,2015-16
201511110CHO,11/11/2015,,2015-16
201511110ORL,11/11/2015,,2015-16
201511110PHI,11/11/2015,,2015-16
201511110BOS,11/11/2015,,2015-16
201511110ATL,11/11/2015,,2015-16
201511110DAL,11/11/2015,,2015-16
201511110HOU,11/11/2015,,2015-16
201511110MEM,11/11/2015,,2015-16
201511110DEN,11/11/2015,,2015-16
201511110SAC,11/11/2015,,2015-16
201511110POR,11/11/2015,,2015-16
201511120MIA,12/11/2015,,2015-16
201511120MIN,12/11/2015,,2015-16
201511120PHO,12/11/2015,,2015-16
201511130IND,13/11/2015,,2015-16
201511130ORL,13/11/2015,,2015-16
201511130BOS,13/11/2015,,2015-16
201511130NYK,13/11/2015,,2015-16
201511130TOR,13/11/2015,,2015-16
201511130CHI,13/11/2015,,2015-16
201511130MEM,13/11/2015,,2015-16
201511130OKC,13/11/2015,,2015-16
201511130DAL,13/11/2015,,2015-16
201511130DEN,13/11/2015,,2015-16
201511130SAC,13/11/2015,,2015-16
201511140LAC,14/11/2015,,2015-16
201511140WAS,14/11/2015,,2015-16
201511140HOU,14/11/2015,,2015-16
201511140MIL,14/11/2015,18717,2015-16
201511140SAS,14/11/2015,,2015-16
201511140PHO,14/11/2015,,2015-16
201511140GSW,14/11/2015,19596,2015-16
201511150NYK,15/11/2015,,2015-16
201511150MIN,15/11/2015,,2015-16
201511150CHO,15/11/2015,,2015-16
201511150ATL,15/11/2015,,2015-16
201511150OKC,15/11/2015,,2015-16
201511150SAC,15/11/2015,,2015-16
201511150LAL,15/11/2015,,2015-16
201511160PHI,16/11/2015,,2015-16
201511160CHI,16/11/2015,,2015-16
201511160HOU,16/11/2015,,2015-16
201511160MEM,16/11/2015,,2015-16
201511160SAS,16/11/2015,,2015-16
201511160PHO,16/11/2015,,2015-16
201511170WAS,17/11/2015,,2015-16
201511170BRK,17/11/2015,,2015-16
201511170DET,17/11/2015,,2015-16
201511170MIA,17/11/2015,,2015-16
201511170NYK,17/11/2015,,2015-16
201511170NOP,17/11/2015,,2015-16
201511170GSW,17/11/2015,,2015-16
201511180CHO,18/11/2015,,2015-16
201511180ORL,18/11/2015,16048,2015-16
201511180PHI,18/11/2015,,2015-16
201511180BOS,18/11/2015,,2015-16
201511180ATL,18/11/2015,,2015-16
201511180HOU,18/11/2015,17107,2015-16
201511180OKC,18/11/2015,,2015-16
201511180SAS,18/11/2015,,2015-16
201511180UTA,18/11/2015,,2015-16
201511180PHO,18/11/2015,,2015-16
201511190MIA,19/11/2015,,2015-16
201511190CLE,19/11/2015,,2015-16
201511190LAC,19/11/2015,,2015-16
201511200CHO,20/11/2015,,2015-16
201511200BOS,20/11/2015,,2015-16
201511200MEM,20/11/2015,,2015-16
201511200MIN,20/11/2015,,2015-16
201511200NOP,20/11/2015,,2015-16
201511200OKC,20/11/2015,,2015-16
201511200DAL,20/11/2015,,2015-16
201511200DEN,20/11/2015,,2015-16
201511200POR,20/11/2015,,2015-16
201511200GSW,20/11/2015,,2015-16
201511200LAL,20/11/2015,,2015-16
201511210ORL,21/11/2015,,2015-16
201511210IND,21/11/2015,,2015-16
201511210CLE,21/11/2015,,2015-16
201511210DET,21/11/2015,,2015-16
201511210HOU,21/11/2015,,2015-16
201511210MIA,21/11/2015,,2015-16
201511210SAS,21/11/2015,,2015-16
201511220LAC,22/11/2015,,2015-16
201511220BRK,22/11/2015,,2015-16
201511220NOP,22/11/2015,,2015-16
201511220OKC,22/11/2015,,2015-16
201511220DEN,22/11/2015,,2015-16
201511220LAL,22/11/2015,,2015-16
201511230CHO,23/11/2015,14163,2015-16
201511230CLE,23/11/2015,,2015-16
201511230MIA,23/11/2015,,2015-16
201511230MIL,23/11/2015,,2015-16
201511230MIN,23/11/2015,,2015-16
201511230SAS,23/11/2015,,2015-16
201511230UTA,23/11/2015,,2015-16
201511240WAS,24/11/2015,,2015-16
201511240ATL,24/11/2015,,2015-16
201511240MEM,24/11/2015,,2015-16
201511240DEN,24/11/2015,,2015-16
201511240POR,24/11/2015,,2015-16
201511240GSW,24/11/2015,,2015-16
201511250CHO,25/11/2015,,2015-16
201511250ORL,25/11/2015,,2015-16
201511250BOS,25/11/2015,,2015-16
201511250DET,25/11/2015,,2015-16
201511250TOR,25/11/2015,,2015-16
201511250HOU,25/11/2015,,2015-16
201511250MIL,25/11/2015,,2015-16
201511250MIN,25/11/2015,,2015-16
201511250OKC,25/11/2015,,2015-16
201511250SAS,25/11/2015,,2015-16
201511250PHO,25/11/2015,,2015-16
201511250LAC,25/11/2015,,2015-16
201511270CHO,27/11/2015,,2015-16
201511270ORL,27/11/2015,,2015-16
201511270BOS,27/11/2015,,2015-16
201511270NYK,27/11/2015,,2015-16
201511270HOU,27/11/2015,,2015-16
201511270IND,27/11/2015,,2015-16
201511270MEM,27/11/2015,,2015-16
201511270OKC,27/11/2015,,2015-16
201511270DEN,27/11/2015,,2015-16
201511270PHO,27/11/2015,,2015-16
201511270SAC,27/11/2015,,2015-16
201511270LAC,27/11/2015,,2015-16
201511280WAS,28/11/2015,,2015-16
201511280CLE,28/11/2015,,2015-16
201511280DAL,28/11/2015,,2015-16
201511280SAS,28/11/2015,,2015-16
201511280UTA,28/11/2015,,2015-16
201511280POR,28/11/2015,,2015-16
201511280GSW,28/11/2015,,2015-16
201511290CHO,29/11/2015,,2015-16
201511290LAC,29/11/2015,,2015-16
201511290BRK,29/11/2015,,2015-16
201511290MEM,29/11/2015,,2015-16
201511290ORL,29/11/2015,,2015-16
201511290TOR,29/11/2015,,2015-16
201511290NYK,29/11/2015,19812,2015-16
201511290LAL,29/11/2015,,2015-16
201511300DET,30/11/2015,,2015-16
201511300MIA,30/11/2015,,2015-16
201511300ATL,30/11/2015,,2015-16
201511300CHI,30/11/2015,,2015-16
201511300MIL,30/11/2015,,2015-16
201511300UTA,30/11/2015,,2015-16
201511300SAC,30/11/2015,,2015-16
201511300LAC,30/11/2015,,2015-16
201512010CLE,01/12/2015,,2015-16
201512010PHI,01/12/2015,,2015-16
201512010BRK,01/12/2015,,2015-16
201512010MIN,01/12/2015,,2015-16
201512010NOP,01/12/2015,,2015-16
201512010POR,01/12/2015,19393,2015-16
201512020CHO,02/12/2015,,2015-16
201512020WAS,02/12/2015,,2015-16
201512020DET,02/12/2015,13985,2015-16
201512020NYK,02/12/2015,,2015-16
201512020ATL,02/12/2015,,2015-16
201512020CHI,02/12/2015,,2015-16
201512020HOU,02/12/2015,,2015-16
201512020SAS,02/12/2015,,2015-16
201512020LAC,02/12/2015,,2015-16
201512030MIA,03/12/2015,,2015-16
201512030TOR,03/12/2015,,2015-16
201512030UTA,03/12/2015,,2015-16
201512030MEM,03/12/2015,,2015-16
201512030POR,03/12/2015,,2015-16
201512030SAC,03/12/2015,,2015-16
201512040NYK,04/12/2015,,2015-16
201512040WAS,04/12/2015,,2015-16
201512040DET,04/12/2015,,2015-16
201512040ATL,04/12/2015,,2015-16
201512040DAL,04/12/2015,,2015-16
201512040NOP,04/12/2015,17906,2015-16
201512050PHI,05/12/2015,,2015-16
201512050TOR,05/12/2015,,2015-16
201512050CHI,05/12/2015,,2015-16
201512050HOU,05/12/2015,,2015-16
201512050MIA,05/12/2015,,2015-16
201512050MIN,05/12/2015,,2015-16
201512050MIL,05/12/2015,,2015-16
201512050SAS,05/12/2015,,2015-16
201512050UTA,05/12/2015,19500,2015-16
201512050LAC,05/12/2015,,2015-16
201512060MEM,06/12/2015,,2015-16
201512060BRK,06/12/2015,,2015-16
201512060DET,06/12/2015,,2015-16
201512060WAS,06/12/2015,,2015-16
201512060OKC,06/12/2015,,2015-16
201512070CHO,07/12/2015,,2015-16
201512070PHI,07/12/2015,,2015-16
201512070MIA,07/12/2015,,2015-16
201512070NYK,07/12/2015,,2015-16
201512070TOR,07/12/2015,,2015-16
201512070CHI,07/12/2015,,2015-16
201512070MIL,07/12/2015,,2015-16
201512070MIN,07/12/2015,,2015-16
201512070NOP,07/12/2015,,2015-16
201512080CLE,08/12/2015,,2015-16
201512080IND,08/12/2015,,2015-16
201512080BRK,08/12/2015,,2015-16
201512080MEM,08/12/2015,,2015-16
201512080DEN,08/12/2015,,2015-16
201512080SAC,08/12/2015,,2015-16
201512090BOS,09/12/2015,,2015-16
201512090CHO,09/12/2015,,2015-16
201512090WAS,09/12/2015,,2015-16
201512090DET,09/12/2015,,2015-16
201512090TOR,09/12/2015,,2015-16
201512090MIL,09/12/2015,,2015-16
201512090MIN,09/12/2015,18076,2015-16
201512090PHO,09/12/2015,,2015-16
201512090UTA,09/12/2015,,2015-16
201512090DAL,09/12/2015,,2015-16
201512100BRK,10/12/2015,,2015-16
201512100CHI,10/12/2015,,2015-16
201512100OKC,10/12/2015,,2015-16
201512100SAC,10/12/2015,,2015-16
201512110IND,11/12/2015,,2015-16
201512110ORL,11/12/2015,,2015-16
201512110PHI,11/12/2015,,2015-16
201512110BOS,11/12/2015,18624,2015-16
201512110TOR,11/12/2015,,2015-16
201512110MEM,11/12/2015,,2015-16
201512110NOP,11/12/2015,,2015-16
201512110DEN,11/12/2015,12533,2015-16
201512110UTA,11/12/2015,,2015-16
201512110PHO,11/12/2015,,2015-16
201512110SAS,11/12/2015,,2015-16
201512120BRK,12/12/2015,,2015-16
201512120CHO,12/12/2015,,2015-16
201512120DET,12/12/2015,,2015-16
201512120ATL,12/12/2015,,2015-16
201512120CHI,12/12/2015,,2015-16
201512120HOU,12/12/2015,,2015-16
201512120DAL,12/12/2015,,2015-16
201512120MIL,12/12/2015,,2015-16
201512120POR,12/12/2015,,2015-16
201512130PHO,13/12/2015,,2015-16
201512130MIA,13/12/2015,,2015-16
201512130TOR,13/12/2015,,2015-16
201512130OKC,13/12/2015,18203,2015-16
201512140IND,14/12/2015,,2015-16
201512140BRK,14/12/2015,,2015-16
201512140DET,14/12/2015,13525,2015-16
201512140ATL,14/12/2015,,2015-16
201512140CHI,14/12/2015,,2015-16
201512140MEM,14/12/2015,,2015-16
201512140DAL,14/12/2015,,2015-16
201512140SAS,14/12/2015,,2015-16
201512140DEN,14/12/2015,,2015-16
201512140POR,14/12/2015,,2015-16
201512150BOS,15/12/2015,,2015-16
201512150MIN,15/12/2015,,2015-16
201512150SAC,15/12/2015,,2015-16
201512150LAL,15/12/2015,,2015-16
201512160IND,16/12/2015,,2015-16
201512160ORL,16/12/2015,,2015-16
201512160BRK,16/12/2015,,2015-16
201512160DET,16/12/2015,,2015-16
201512160NYK,16/12/2015,,2015-16
201512160ATL,16/12/2015,,2015-16
201512160CHI,16/12/2015,,2015-16
201512160OKC,16/12/2015,,2015-16
201512160SAS,16/12/2015,,2015-16
201512160UTA,16/12/2015,,2015-16
201512160GSW,16/12/2015,,2015-16
201512160LAC,16/12/2015,,2015-16
201512170CHO,17/12/2015,15817,2015-16
201512170CLE,17/12/2015,,2015-16
201512170LAL,17/12/2015,,2015-16
201512180IND,18/12/2015,,2015-16
201512180ORL,18/12/2015,,2015-16
201512180PHI,18/12/2015,,2015-16
201512180BOS,18/12/2015,,2015-16
201512180CHI,18/12/2015,21534,2015-16
201512180MIA,18/12/2015,,2015-16
201512180MIN,18/12/2015,,2015-16
201512180SAS,18/12/2015,,2015-16
201512180DAL,18/12/2015,,2015-16
201512180UTA,18/12/2015,,2015-16
201512180GSW,18/12/2015,,2015-16
201512180PHO,18/12/2015,,2015-16
201512190OKC,19/12/2015,,2015-16
201512190WAS,19/12/2015,,2015-16
201512190NYK,19/12/2015,,2015-16
201512190HOU,19/12/2015,,2015-16
201512190MEM,19/12/2015,,2015-16
201512200BRK,20/12/2015,,2015-16
201512200MIA,20/12/2015,,2015-16
201512200CLE,20/12/2015,,2015-16
201512200PHO,20/12/2015,,2015-16
201512200ORL,20/12/2015,,2015-16
201512200TOR,20/12/2015,,2015-16
201512200DEN,20/12/2015,,2015-16
201512210WAS,21/12/2015,,2015-16
201512210BOS,21/12/2015,,2015-16
201512210NYK,21/12/2015,,2015-16
201512210ATL,21/12/2015,,2015-16
201512210CHI,21/12/2015,,2015-16
201512210HOU,21/12/2015,,2015-16
201512210SAS,21/12/2015,,2015-16
201512210UTA,21/12/2015,,2015-16
201512210LAC,21/12/2015,,2015-16
201512220PHI,22/12/2015,,2015-16
201512220MIA,22/12/2015,,2015-16
201512220TOR,22/12/2015,,2015-16
201512220DEN,22/12/2015,,2015-16
201512230CHO,23/12/2015,,2015-16
201512230CLE,23/12/2015,,2015-16
201512230IND,23/12/2015,,2015-16
201512230ORL,23/12/2015,,2015-16
201512230WAS,23/12/2015,,2015-16
201512230BRK,23/12/2015,15994,2015-16
201512230ATL,23/12/2015,,2015-16
201512230MIL,23/12/2015,,2015-16
201512230MIN,23/12/2015,,2015-16
201512230NOP,23/12/2015,,2015-16
201512230PHO,23/12/2015,,2015-16
201512230GSW,23/12/2015,,2015-16
201512230LAL,23/12/2015,,2015-16
201512250MIA,25/12/2015,19845,2015-16
201512250OKC,25/12/2015,,2015-16
201512250GSW,25/12/2015,,2015-16
201512250HOU,25/12/2015,,2015-16
201512250LAL,25/12/2015,,2015-16
201512260BRK,26/12/2015,,2015-16
201512260MIL,26/12/2015,,2015-16
201512260CHO,26/12/2015,,2015-16
201512260NOP,26/12/2015,,2015-16
201512260ORL,26/12/2015,,2015-16
201512260ATL,26/12/2015,,2015-16
201512260DET,26/12/2015,,2015-16
201512260MIN,26/12/2015,,2015-16
201512260DAL,26/12/2015,,2015-16
201512260SAS,26/12/2015,,2015-16
201512260PHO,26/12/2015,,2015-16
201512260UTA,26/12/2015,,2015-16
201512260POR,26/12/2015,,2015-16
201512270MEM,27/12/2015,,2015-16
201512270BOS,27/12/2015,,2015-16
201512270OKC,27/12/2015,,2015-16
201512270SAC,27/12/2015,,2015-16
201512280CHO,28/12/2015,,2015-16
201512280IND,28/12/2015,,2015-16
201512280ORL,28/12/2015,,2015-16
201512280WAS,28/12/2015,,2015-16
201512280MIA,28/12/2015,,2015-16
201512280CHI,28/12/2015,,2015-16
201512280DAL,28/12/2015,,2015-16
201512280SAS,28/12/2015,,2015-16
201512280PHO,28/12/2015,,2015-16
201512280UTA,28/12/2015,,2015-16
201512280GSW,28/12/2015,,2015-16
201512290NYK,29/12/2015,,2015-16
201512290HOU,29/12/2015,,2015-16
201512290MEM,29/12/2015,18119,2015-16
201512290OKC,29/12/2015,,2015-16
201512290DEN,29/12/2015,,2015-16
201512300CHO,30/12/2015,,2015-16
201512300ORL,30/12/2015,,2015-16
201512300BOS,30/12/2015,,2015-16
201512300TOR,30/12/2015,,2015-16
201512300CHI,30/12/2015,22206,2015-16
201512300MIN,30/12/2015,,2015-16
201512300DAL,30/12/2015,,2015-16
201512300SAS,30/12/2015,,2015-16
201512300POR,30/12/2015,,2015-16
201512300SAC,30/12/2015,,2015-16
201512310DET,31/12/2015,,2015-16
201512310IND,31/12/2015,,2015-16
201512310HOU,31/12/2015,,2015-16
201512310NOP,31/12/2015,,2015-16
201512310OKC,31/12/2015,,2015-16
201512310UTA,31/12/2015,,2015-16
201601010WAS,01/01/2016,,2015-16
201601010MIA,01/01/2016,,2015-16
201601010TOR,01/01/2016,,2015-16
201601010CHI,01/01/2016,,2015-16
201601010LAL,01/01/2016,,2015-16
201601020BOS,02/01/2016,,2015-16
201601020SAC,02/01/2016,,2015-16
201601020CHO,02/01/2016,,2015-16
201601020IND,02/01/2016,,2015-16
201601020CLE,02/01/2016,,2015-16
201601020MIN,02/01/2016,,2015-16
201601020DAL,02/01/2016,,2015-16
201601020SAS,02/01/2016,,2015-16
201601020UTA,02/01/2016,18455,2015-16
201601020GSW,02/01/2016,19596,2015-16
201601020LAC,02/01/2016,,2015-16
201601030NYK,03/01/2016,,2015-16
