game_code,Date,attendance,season
201501070CHI,07/01/2015,21379,2014-15
201501070DAL,07/01/2015,20279,2014-15
201501070DEN,07/01/2015,13513,2014-15
201501070MIN,07/01/2015,10547,2014-15
201501070SAC,07/01/2015,16037,2014-15
201501070GSW,07/01/2015,19596,2014-15
201501070LAC,07/01/2015,19487,2014-15
201501080TOR,08/01/2015,19800,2014-15
201501080NYK,08/01/2015,19812,2014-15
201501080POR,08/01/2015,19441,2014-15
201501090IND,09/01/2015,18165,2014-15
201501090BRK,09/01/2015,16172,2014-15
201501090DET,09/01/2015,18859,2014-15
201501090NOP,09/01/2015,17639,2014-15
201501090OKC,09/01/2015,18203,2014-15
201501090WAS,09/01/2015,20356,2014-15
201501090MIL,09/01/2015,15480,2014-15
201501090SAS,09/01/2015,18581,2014-15
201501090SAC,09/01/2015,16029,2014-15
201501090GSW,09/01/2015,19596,2014-15
201501090LAL,09/01/2015,18997,2014-15
201501100NYK,10/01/2015,19812,2014-15
201501100LAC,10/01/2015,19060,2014-15
201501100DET,10/01/2015,19301,2014-15
201501100PHI,10/01/2015,17496,2014-15
201501100TOR,10/01/2015,19800,2014-15
201501100CHI,10/01/2015,21781,2014-15
201501100HOU,10/01/2015,18235,2014-15
201501100MIN,10/01/2015,17871,2014-15
201501100POR,10/01/2015,19546,2014-15
201501110ATL,11/01/2015,18057,2014-15
201501110LAC,11/01/2015,19060,2014-15
201501110MEM,11/01/2015,17212,2014-15
201501110SAC,11/01/2015,16143,2014-15
201501110LAL,11/01/2015,18997,2014-15
201501120BOS,12/01/2015,16905,2014-15
201501120BRK,12/01/2015,16115,2014-15
201501120TOR,12/01/2015,19800,2014-15
201501120CHI,12/01/2015,21302,2014-15
201501130IND,13/01/2015,16781,2014-15
201501130PHI,13/01/2015,10466,2014-15
201501130WAS,13/01/2015,18116,2014-15
201501130PHO,13/01/2015,16819,2014-15
201501130UTA,13/01/2015,19911,2014-15
201501130SAC,13/01/2015,15747,2014-15
201501130LAL,13/01/2015,18997,2014-15
201501140CHO,14/01/2015,17309,2014-15
201501140ORL,14/01/2015,16828,2014-15
201501140BRK,14/01/2015,16516,2014-15
201501140DET,14/01/2015,12016,2014-15
201501140TOR,14/01/2015,19800,2014-15
201501140BOS,14/01/2015,16067,2014-15
201501140CHI,14/01/2015,21498,2014-15
201501140DEN,14/01/2015,14022,2014-15
201501140GSW,14/01/2015,19596,2014-15
201501140POR,14/01/2015,19441,2014-15
201501150MIL,15/01/2015,18689,2014-15
201501150HOU,15/01/2015,18315,2014-15
201501150LAL,15/01/2015,18997,2014-15
201501160IND,16/01/2015,17558,2014-15
201501160ORL,16/01/2015,18141,2014-15
201501160PHI,16/01/2015,15672,2014-15
201501160WAS,16/01/2015,17788,2014-15
201501160BOS,16/01/2015,18624,2014-15
201501160TOR,16/01/2015,19800,2014-15
201501160OKC,16/01/2015,18203,2014-15
201501160DAL,16/01/2015,20337,2014-15
201501160SAS,16/01/2015,18581,2014-15
201501160PHO,16/01/2015,17441,2014-15
201501160UTA,16/01/2015,19911,2014-15
201501160SAC,16/01/2015,16350,2014-15
201501160LAC,16/01/2015,19380,2014-15
201501170CHO,17/01/2015,19285,2014-15
201501170DET,17/01/2015,15496,2014-15
201501170BRK,17/01/2015,17732,2014-15
201501170CHI,17/01/2015,22024,2014-15
201501170HOU,17/01/2015,18458,2014-15
201501170DEN,17/01/2015,14821,2014-15
201501170MEM,17/01/2015,18119,2014-15
201501170SAC,17/01/2015,16601,2014-15
201501180TOR,18/01/2015,19800,2014-15
201501180ORL,18/01/2015,16128,2014-15
201501180SAS,18/01/2015,18581,2014-15
201501190CHO,19/01/2015,17989,2014-15
201501190WAS,19/01/2015,19040,2014-15
201501190ATL,19/01/2015,19108,2014-15
201501190LAC,19/01/2015,19060,2014-15
201501190GSW,19/01/2015,19596,2014-15
201501190MEM,19/01/2015,18119,2014-15
201501190HOU,19/01/2015,18266,2014-15
201501190NYK,19/01/2015,19812,2014-15
201501190CLE,19/01/2015,20562,2014-15
201501190MIL,19/01/2015,12707,2014-15
201501190PHO,19/01/2015,17435,2014-15
201501190POR,19/01/2015,19441,2014-15
201501200MIA,20/01/2015,19735,2014-15
201501200DEN,20/01/2015,14434,2014-15
201501210CHO,21/01/2015,16914,2014-15
201501210CLE,21/01/2015,20562,2014-15
201501210PHI,21/01/2015,13201,2014-15
201501210ATL,21/01/2015,15045,2014-15
201501210DET,21/01/2015,12148,2014-15
201501210MEM,21/01/2015,15112,2014-15
201501210MIN,21/01/2015,13737,2014-15
201501210NOP,21/01/2015,16268,2014-15
201501210WAS,21/01/2015,20356,2014-15
201501210PHO,21/01/2015,16703,2014-15
201501210SAC,21/01/2015,16427,2014-15
201501210GSW,21/01/2015,19596,2014-15
201501220CHI,22/01/2015,21648,2014-15
201501220MIL,22/01/2015,12415,2014-15
201501220POR,22/01/2015,19567,2014-15
201501220LAC,22/01/2015,19060,2014-15
201501230PHI,23/01/2015,13640,2014-15
201501230ATL,23/01/2015,19203,2014-15
201501230CLE,23/01/2015,20562,2014-15
201501230MIA,23/01/2015,19693,2014-15
201501230NYK,23/01/2015,19812,2014-15
201501230DAL,23/01/2015,20408,2014-15
201501230MIN,23/01/2015,14978,2014-15
201501230SAS,23/01/2015,18581,2014-15
201501230DEN,23/01/2015,16133,2014-15
201501230PHO,23/01/2015,16701,2014-15
201501230GSW,23/01/2015,19596,2014-15
201501240CHO,24/01/2015,19117,2014-15
201501240MIL,24/01/2015,16388,2014-15
201501240MEM,24/01/2015,17579,2014-15
201501240UTA,24/01/2015,19352,2014-15
201501240POR,24/01/2015,19775,2014-15
201501250CHI,25/01/2015,21918,2014-15
201501250CLE,25/01/2015,20562,2014-15
201501250ATL,25/01/2015,18049,2014-15
201501250NOP,25/01/2015,17687,2014-15
201501250ORL,25/01/2015,16704,2014-15
201501250PHO,25/01/2015,17066,2014-15
201501250SAS,25/01/2015,18581,2014-15
201501250TOR,25/01/2015,19800,2014-15
201501250DEN,25/01/2015,15410,2014-15
201501250GSW,25/01/2015,19596,2014-15
201501250LAL,25/01/2015,18997,2014-15
201501260MEM,26/01/2015,15407,2014-15
201501260NOP,26/01/2015,16419,2014-15
201501260OKC,26/01/2015,18203,2014-15
201501260UTA,26/01/2015,18947,2014-15
201501260LAC,26/01/2015,19060,2014-15
201501270IND,27/01/2015,16204,2014-15
201501270DET,27/01/2015,18178,2014-15
201501270MIA,27/01/2015,19789,2014-15
201501270DAL,27/01/2015,20160,2014-15
201501270GSW,27/01/2015,19596,2014-15
201501270LAL,27/01/2015,18997,2014-15
201501280CLE,28/01/2015,20562,2014-15
201501280PHI,28/01/2015,11213,2014-15
201501280TOR,28/01/2015,19800,2014-15
201501280ATL,28/01/2015,18047,2014-15
201501280HOU,28/01/2015,18237,2014-15
201501280MIN,28/01/2015,11434,2014-15
201501280NOP,28/01/2015,16055,2014-15
201501280NYK,28/01/2015,19812,2014-15
201501280SAS,28/01/2015,18581,2014-15
201501280UTA,28/01/2015,16322,2014-15
201501280PHO,28/01/2015,16209,2014-15
201501290IND,29/01/2015,15665,2014-15
201501290ORL,29/01/2015,16071,2014-15
201501290MEM,29/01/2015,16736,2014-15
201501290LAL,29/01/2015,18997,2014-15
201501300PHI,30/01/2015,14333,2014-15
201501300ATL,30/01/2015,19018,2014-15
201501300BOS,30/01/2015,17675,2014-15
201501300BRK,30/01/2015,17062,2014-15
201501300CLE,30/01/2015,20562,2014-15
201501300MIA,30/01/2015,19823,2014-15
201501300NOP,30/01/2015,17932,2014-15
201501300UTA,30/01/2015,19295,2014-15
201501300PHO,30/01/2015,18055,2014-15
201501310IND,31/01/2015,18165,2014-15
201501310ORL,31/01/2015,17626,2014-15
201501310WAS,31/01/2015,20356,2014-15
201501310ATL,31/01/2015,19006,2014-15
201501310DET,31/01/2015,18213,2014-15
201501310MEM,31/01/2015,18119,2014-15
201501310MIN,31/01/2015,19562,2014-15
201501310MIL,31/01/2015,18717,2014-15
201501310DEN,31/01/2015,13302,2014-15
201501310SAS,31/01/2015,18581,2014-15
201501310GSW,31/01/2015,19596,2014-15
201502010BOS,01/02/2015,17366,2014-15
201502010NYK,01/02/2015,19812,2014-15
201502020CLE,02/02/2015,20562,2014-15
201502020WAS,02/02/2015,15816,2014-15
201502020BRK,02/02/2015,16037,2014-15
201502020TOR,02/02/2015,19800,2014-15
201502020NOP,02/02/2015,15487,2014-15
201502020OKC,02/02/2015,18203,2014-15
201502020DAL,02/02/2015,19989,2014-15
201502020PHO,02/02/2015,17199,2014-15
201502030PHI,03/02/2015,10290,2014-15
201502030DET,03/02/2015,12768,2014-15
201502030NYK,03/02/2015,19812,2014-15
201502030POR,03/02/2015,19441,2014-15
201502030SAC,03/02/2015,17317,2014-15
201502040IND,04/02/2015,15892,2014-15
201502040ATL,04/02/2015,18047,2014-15
201502040BOS,04/02/2015,15126,2014-15
201502040TOR,04/02/2015,19800,2014-15
201502040HOU,04/02/2015,18325,2014-15
201502040MIL,04/02/2015,12544,2014-15
201502040MIN,04/02/2015,11517,2014-15
201502040NOP,04/02/2015,17156,2014-15
201502040SAS,04/02/2015,18581,2014-15
201502040UTA,04/02/2015,19911,2014-15
201502040GSW,04/02/2015,19596,2014-15
201502050CHO,05/02/2015,17019,2014-15
201502050CLE,05/02/2015,20562,2014-15
201502050SAC,05/02/2015,16993,2014-15
201502050POR,05/02/2015,19488,2014-15
201502060BRK,06/02/2015,17732,2014-15
201502060IND,06/02/2015,18165,2014-15
201502060ORL,06/02/2015,16206,2014-15
201502060TOR,06/02/2015,19800,2014-15
201502060ATL,06/02/2015,19225,2014-15
201502060BOS,06/02/2015,18322,2014-15
201502060DET,06/02/2015,17035,2014-15
201502060HOU,06/02/2015,18239,2014-15
201502060MIN,06/02/2015,14388,2014-15
201502060OKC,06/02/2015,18203,2014-15
201502060PHO,06/02/2015,18055,2014-15
201502060SAS,06/02/2015,18581,2014-15
201502070NOP,07/02/2015,18402,2014-15
201502070WAS,07/02/2015,20356,2014-15
201502070NYK,07/02/2015,19812,2014-15
201502070PHI,07/02/2015,16739,2014-15
201502070DAL,07/02/2015,20398,2014-15
201502070MIL,07/02/2015,16470,2014-15
201502070UTA,07/02/2015,19128,2014-15
201502080OKC,08/02/2015,18203,2014-15
201502080CLE,08/02/2015,20562,2014-15
201502080CHO,08/02/2015,16991,2014-15
201502080DET,08/02/2015,16075,2014-15
201502080MEM,08/02/2015,18119,2014-15
201502080ORL,08/02/2015,16944,2014-15
201502080HOU,08/02/2015,18243,2014-15
201502080TOR,08/02/2015,19800,2014-15
201502080SAC,08/02/2015,17013,2014-15
201502090IND,09/02/2015,16691,2014-15
201502090PHI,09/02/2015,16247,2014-15
201502090WAS,09/02/2015,16031,2014-15
201502090MIA,09/02/2015,19851,2014-15
201502090MIL,09/02/2015,12431,2014-15
201502090MIN,09/02/2015,10987,2014-15
201502090NOP,09/02/2015,15321,2014-15
201502090DAL,09/02/2015,20082,2014-15
201502090DEN,09/02/2015,16511,2014-15
201502100CHO,10/02/2015,15876,2014-15
201502100CHI,10/02/2015,21560,2014-15
201502100MEM,10/02/2015,16901,2014-15
201502100PHO,10/02/2015,17071,2014-15
201502100LAL,10/02/2015,18466,2014-15
201502110ORL,11/02/2015,15473,2014-15
201502110BOS,11/02/2015,16083,2014-15
201502110DET,11/02/2015,14617,2014-15
201502110TOR,11/02/2015,19800,2014-15
201502110CLE,11/02/2015,20562,2014-15
201502110MIL,11/02/2015,13046,2014-15
201502110MIN,11/02/2015,14303,2014-15
201502110NOP,11/02/2015,17074,2014-15
201502110OKC,11/02/2015,18203,2014-15
201502110DAL,11/02/2015,19947,2014-15
201502110POR,11/02/2015,19585,2014-15
201502110LAC,11/02/2015,19060,2014-15
201502120CHI,12/02/2015,21920,2014-15
201502190OKC,19/02/2015,18203,2014-15
201502190LAC,19/02/2015,19358,2014-15
201502200ORL,20/02/2015,18259,2014-15
201502200PHI,20/02/2015,16777,2014-15
201502200ATL,20/02/2015,18968,2014-15
201502200DET,20/02/2015,19053,2014-15
201502200NYK,20/02/2015,19812,2014-15
201502200MIN,20/02/2015,14077,2014-15
201502200WAS,20/02/2015,20356,2014-15
201502200DAL,20/02/2015,20389,2014-15
201502200MIL,20/02/2015,16110,2014-15
201502200UTA,20/02/2015,19911,2014-15
201502200SAC,20/02/2015,17317,2014-15
201502200GSW,20/02/2015,19596,2014-15
201502200LAL,20/02/2015,18997,2014-15
201502210CHO,21/02/2015,19303,2014-15
201502210MIA,21/02/2015,19982,2014-15
201502210CHI,21/02/2015,22292,2014-15
201502210HOU,21/02/2015,18329,2014-15
201502210LAC,21/02/2015,19133,2014-15
201502220NYK,22/02/2015,19812,2014-15
201502220DET,22/02/2015,18371,2014-15
201502220MIL,22/02/2015,14787,2014-15
201502220IND,22/02/2015,17789,2014-15
201502220ORL,22/02/2015,16108,2014-15
201502220OKC,22/02/2015,18203,2014-15
201502220DAL,22/02/2015,20347,2014-15
201502220POR,22/02/2015,19782,2014-15
201502220LAL,22/02/2015,18997,2014-15
201502230MIA,23/02/2015,19802,2014-15
201502230CHI,23/02/2015,21434,2014-15
201502230HOU,23/02/2015,18240,2014-15
201502230NOP,23/02/2015,16514,2014-15
201502230DEN,23/02/2015,13127,2014-15
201502230PHO,23/02/2015,17076,2014-15
201502230UTA,23/02/2015,18782,2014-15
201502230LAC,23/02/2015,19161,2014-15
201502240WAS,24/02/2015,20356,2014-15
201502240DET,24/02/2015,19087,2014-15
201502240OKC,24/02/2015,18203,2014-15
201502240DAL,24/02/2015,20151,2014-15
201502250ORL,25/02/2015,18309,2014-15
201502250ATL,25/02/2015,16126,2014-15
201502250BOS,25/02/2015,16899,2014-15
201502250CHI,25/02/2015,21509,2014-15
201502250HOU,25/02/2015,18154,2014-15
201502250MIL,25/02/2015,12763,2014-15
201502250MIN,25/02/2015,19856,2014-15
201502250NOP,25/02/2015,16097,2014-15
201502250DEN,25/02/2015,12813,2014-15
201502250UTA,25/02/2015,19911,2014-15
201502250SAC,25/02/2015,16794,2014-15
201502250POR,25/02/2015,19650,2014-15
201502260CLE,26/02/2015,20562,2014-15
201502260PHO,26/02/2015,17514,2014-15
201502270IND,27/02/2015,18165,2014-15
201502270PHI,27/02/2015,18089,2014-15
201502270ATL,27/02/2015,18968,2014-15
201502270BOS,27/02/2015,18624,2014-15
201502270DET,27/02/2015,16182,2014-15
201502270TOR,27/02/2015,19800,2014-15
201502270CHI,27/02/2015,21635,2014-15
201502270HOU,27/02/2015,18139,2014-15
201502270MEM,27/02/2015,18119,2014-15
201502270NOP,27/02/2015,17797,2014-15
201502270DEN,27/02/2015,15002,2014-15
201502270SAC,27/02/2015,17317,2014-15
201502270LAL,27/02/2015,18997,2014-15
201502270POR,27/02/2015,19962,2014-15
201502280WAS,28/02/2015,20356,2014-15
201502280MIA,28/02/2015,19733,2014-15
201502280NYK,28/02/2015,19812,2014-15
201502280MIN,28/02/2015,19356,2014-15
201502280DAL,28/02/2015,20367,2014-15
201502280PHO,28/02/2015,18055,2014-15
201502280UTA,28/02/2015,19515,2014-15
201503010CHI,01/03/2015,21680,2014-15
201503010HOU,01/03/2015,18345,2014-15
201503010BOS,01/03/2015,18624,2014-15
201503010IND,01/03/2015,16581,2014-15
201503010ORL,01/03/2015,15422,2014-15
201503010SAC,01/03/2015,16776,2014-15
201503010LAL,01/03/2015,18997,2014-15
201503010DEN,01/03/2015,13109,2014-15
201503020PHI,02/03/2015,10742,2014-15
201503020BRK,02/03/2015,17732,2014-15
201503020MIA,02/03/2015,19600,2014-15
201503020MIN,02/03/2015,18239,2014-15
201503020DAL,02/03/2015,20367,2014-15
201503030CHO,03/03/2015,16947,2014-15
201503030CLE,03/03/2015,20562,2014-15
201503030NYK,03/03/2015,19812,2014-15
201503030ATL,03/03/2015,18968,2014-15
201503030CHI,03/03/2015,21468,2014-15
201503030MEM,03/03/2015,16779,2014-15
201503030DEN,03/03/2015,12234,2014-15
201503040IND,04/03/2015,15981,2014-15
201503040ORL,04/03/2015,15822,2014-15
201503040BOS,04/03/2015,16354,2014-15
201503040BRK,04/03/2015,16691,2014-15
201503040TOR,04/03/2015,19800,2014-15
201503040HOU,04/03/2015,18224,2014-15
201503040MIA,04/03/2015,19600,2014-15
201503040MIN,04/03/2015,13848,2014-15
201503040NOP,04/03/2015,16925,2014-15
201503040OKC,04/03/2015,18203,2014-15
201503040SAS,04/03/2015,18581,2014-15
201503040GSW,04/03/2015,19596,2014-15
201503040LAC,04/03/2015,19060,2014-15
201503050CHI,05/03/2015,21696,2014-15
201503050POR,05/03/2015,19499,2014-15
201503060CHO,06/03/2015,19080,2014-15
201503060IND,06/03/2015,18165,2014-15
201503060ORL,06/03/2015,15112,2014-15
201503060PHI,06/03/2015,15811,2014-15
201503060WAS,06/03/2015,20356,2014-15
201503060ATL,06/03/2015,19244,2014-15
201503060BRK,06/03/2015,16445,2014-15
201503060HOU,06/03/2015,18193,2014-15
201503060MEM,06/03/2015,17399,2014-15
201503060NOP,06/03/2015,17274,2014-15
201503060SAS,06/03/2015,18581,2014-15
201503060GSW,06/03/2015,19596,2014-15
201503070NOP,07/03/2015,17346,2014-15
201503070CLE,07/03/2015,20562,2014-15
201503070MIA,07/03/2015,19600,2014-15
201503070NYK,07/03/2015,19812,2014-15
201503070PHI,07/03/2015,17624,2014-15
201503070MIN,07/03/2015,19356,2014-15
201503070MIL,07/03/2015,16216,2014-15
201503070DEN,07/03/2015,15231,2014-15
201503080SAS,08/03/2015,18581,2014-15
201503080GSW,08/03/2015,19596,2014-15
201503080BRK,08/03/2015,17041,2014-15
201503080DET,08/03/2015,15673,2014-15
201503080ORL,08/03/2015,17041,2014-15
201503080OKC,08/03/2015,18203,2014-15
201503080LAL,08/03/2015,18997,2014-15
201503090CHO,09/03/2015,15119,2014-15
201503090ATL,09/03/2015,18418,2014-15
201503090MIA,09/03/2015,19600,2014-15
201503090CHI,09/03/2015,21815,2014-15
201503090MIL,09/03/2015,12218,2014-15
201503090DEN,09/03/2015,14153,2014-15
201503090PHO,09/03/2015,18055,2014-15
201503090LAC,09/03/2015,19060,2014-15
201503100IND,10/03/2015,17295,2014-15
201503100BRK,10/03/2015,16422,2014-15
201503100DAL,10/03/2015,20501,2014-15
201503100SAS,10/03/2015,18581,2014-15
201503100UTA,10/03/2015,17121,2014-15
201503100LAL,10/03/2015,17771,2014-15
201503110CHO,11/03/2015,15885,2014-15
201503110PHI,11/03/2015,12400,2014-15
201503110BOS,11/03/2015,17135,2014-15
201503110MIA,11/03/2015,19600,2014-15
201503110MIL,11/03/2015,12593,2014-15
201503110OKC,11/03/2015,18203,2014-15
201503110DEN,11/03/2015,13217,2014-15
201503110PHO,11/03/2015,17367,2014-15
201503110GSW,11/03/2015,19596,2014-15
201503110POR,11/03/2015,19279,2014-15
201503120IND,12/03/2015,15729,2014-15
201503120WAS,12/03/2015,18186,2014-15
201503120UTA,12/03/2015,18781,2014-15
201503120SAS,12/03/2015,18581,2014-15
201503120LAL,12/03/2015,18997,2014-15
201503130CHO,13/03/2015,19183,2014-15
201503130PHI,13/03/2015,12331,2014-15
201503130BOS,13/03/2015,18624,2014-15
201503130TOR,13/03/2015,19800,2014-15
201503130OKC,13/03/2015,18203,2014-15
201503130DAL,13/03/2015,20444,2014-15
201503130DEN,13/03/2015,19155,2014-15
201503130PHO,13/03/2015,17136,2014-15
201503130POR,13/03/2015,19486,2014-15
201503140IND,14/03/2015,18165,2014-15
201503140WAS,14/03/2015,20356,2014-15
201503140PHI,14/03/2015,14865,2014-15
201503140MEM,14/03/2015,18119,2014-15
201503140UTA,14/03/2015,19911,2014-15
201503140GSW,14/03/2015,19596,2014-15
201503150OKC,15/03/2015,18203,2014-15
201503150LAC,15/03/2015,19211,2014-15
201503150NOP,15/03/2015,17248,2014-15
201503150ORL,15/03/2015,17786,2014-15
201503150SAS,15/03/2015,18581,2014-15
201503150TOR,15/03/2015,19800,2014-15
201503150PHO,15/03/2015,17264,2014-15
201503150LAL,15/03/2015,17422,2014-15
201503160IND,16/03/2015,17060,2014-15
201503160WAS,16/03/2015,17324,2014-15
201503160BOS,16/03/2015,16553,2014-15
201503160MEM,16/03/2015,16614,2014-15
201503160MIA,16/03/2015,19626,2014-15
201503160MIN,16/03/2015,14234,2014-15
201503160DAL,16/03/2015,20231,2014-15
201503160UTA,16/03/2015,16743,2014-15
201503160SAC,16/03/2015,16835,2014-15
201503160GSW,16/03/2015,19596,2014-15
201503170DET,17/03/2015,14399,2014-15
201503170NYK,17/03/2015,19812,2014-15
201503170HOU,17/03/2015,18235,2014-15
201503170NOP,17/03/2015,17881,2014-15
201503170LAC,17/03/2015,19060,2014-15
201503180CLE,18/03/2015,20562,2014-15
201503180PHI,18/03/2015,10776,2014-15
201503180MIA,18/03/2015,19621,2014-15
201503180TOR,18/03/2015,19800,2014-15
201503180CHI,18/03/2015,21753,2014-15
201503180DAL,18/03/2015,20294,2014-15
201503180MIL,18/03/2015,14831,2014-15
201503180OKC,18/03/2015,18203,2014-15
201503180SAC,18/03/2015,16785,2014-15
201503180GSW,18/03/2015,19596,2014-15
201503180UTA,18/03/2015,19498,2014-15
201503190NYK,19/03/2015,19812,2014-15
201503190HOU,19/03/2015,18456,2014-15
201503190PHO,19/03/2015,18055,2014-15
201503190LAL,19/03/2015,17407,2014-15
201503200ORL,20/03/2015,16203,2014-15
201503200PHI,20/03/2015,10079,2014-15
201503200BRK,20/03/2015,16272,2014-15
201503200CLE,20/03/2015,20562,2014-15
201503200MIA,20/03/2015,19710,2014-15
201503200CHI,20/03/2015,21998,2014-15
201503200OKC,20/03/2015,18203,2014-15
201503200DAL,20/03/2015,20399,2014-15
201503200SAS,20/03/2015,18581,2014-15
201503200SAC,20/03/2015,16799,2014-15
201503200GSW,20/03/2015,19596,2014-15
201503200LAC,20/03/2015,19218,2014-15
201503210IND,21/03/2015,16453,2014-15
201503210DET,21/03/2015,20347,2014-15
201503210HOU,21/03/2015,18340,2014-15
201503210MEM,21/03/2015,17898,2014-15
201503210GSW,21/03/2015,19596,2014-15
201503220ATL,22/03/2015,19193,2014-15
201503220MIL,22/03/2015,16687,2014-15
201503220OKC,22/03/2015,18203,2014-15
201503220LAC,22/03/2015,19299,2014-15
201503220TOR,22/03/2015,19800,2014-15
201503220BOS,22/03/2015,18624,2014-15
201503220ORL,22/03/2015,15788,2014-15
201503220SAC,22/03/2015,17008,2014-15
201503220MIN,22/03/2015,15262,2014-15
201503220PHO,22/03/2015,17435,2014-15
201503220LAL,22/03/2015,17891,2014-15
201503230IND,23/03/2015,16201,2014-15
201503230BRK,23/03/2015,16814,2014-15
201503230NYK,23/03/2015,19812,2014-15
201503230CHI,23/03/2015,21646,2014-15
201503230UTA,23/03/2015,19911,2014-15
201503230GSW,23/03/2015,19596,2014-15
201503240DET,24/03/2015,14420,2014-15
201503240DAL,24/03/2015,20328,2014-15
201503240MIL,24/03/2015,12313,2014-15
201503240OKC,24/03/2015,18203,2014-15
201503240SAC,24/03/2015,16636,2014-15
201503240POR,24/03/2015,19985,2014-15
201503250CHO,25/03/2015,15091,2014-15
201503250NYK,25/03/2015,19812,2014-15
201503250ORL,25/03/2015,17224,2014-15
201503250TOR,25/03/2015,19800,2014-15
201503250WAS,25/03/2015,18514,2014-15
201503250BOS,25/03/2015,18624,2014-15
201503250MEM,25/03/2015,18119,2014-15
201503250MIN,25/03/2015,13438,2014-15
201503250NOP,25/03/2015,17077,2014-15
201503250DEN,25/03/2015,14068,2014-15
201503250UTA,25/03/2015,19911,2014-15
201503250SAS,25/03/2015,18581,2014-15
201503250PHO,25/03/2015,17589,2014-15
201503260MIL,26/03/2015,15366,2014-15
201503270ORL,27/03/2015,16427,2014-15
201503270PHI,27/03/2015,16070,2014-15
201503270WAS,27/03/2015,18441,2014-15
201503270ATL,27/03/2015,19233,2014-15
201503270BRK,27/03/2015,17732,2014-15
201503270NYK,27/03/2015,19812,2014-15
201503270TOR,27/03/2015,19800,2014-15
201503270HOU,27/03/2015,18322,2014-15
201503270MEM,27/03/2015,18119,2014-15
201503270NOP,27/03/2015,17669,2014-15
201503270SAS,27/03/2015,18581,2014-15
201503270DEN,27/03/2015,15312,2014-15
201503270PHO,27/03/2015,17219,2014-15
201503280CHO,28/03/2015,19122,2014-15
201503280CHI,28/03/2015,22152,2014-15
201503280MIL,28/03/2015,18717,2014-15
201503280UTA,28/03/2015,19911,2014-15
201503280POR,28/03/2015,19769,2014-15
201503290WAS,29/03/2015,20356,2014-15
201503290BRK,29/03/2015,17732,2014-15
201503290NOP,29/03/2015,17576,2014-15
201503290CLE,29/03/2015,20562,2014-15
201503290BOS,29/03/2015,18624,2014-15
201503290MIA,29/03/2015,19685,2014-15
201503290IND,29/03/2015,17358,2014-15
201503290SAS,29/03/2015,18581,2014-15
201503290PHO,29/03/2015,17538,2014-15
201503300CHO,30/03/2015,15140,2014-15
201503300PHI,30/03/2015,13501,2014-15
201503300ATL,30/03/2015,18453,2014-15
201503300TOR,30/03/2015,19800,2014-15
201503300MEM,30/03/2015,17218,2014-15
201503300MIN,30/03/2015,12229,2014-15
201503300POR,30/03/2015,19441,2014-15
201503310BRK,31/03/2015,16756,2014-15
201503310DET,31/03/2015,14242,2014-15
201503310MIA,31/03/2015,20047,2014-15
201503310LAC,31/03/2015,19601,2014-15
201504010CHO,01/04/2015,15372,2014-15
201504010ORL,01/04/2015,17229,2014-15
201504010WAS,01/04/2015,17501,2014-15
201504010BOS,01/04/2015,18624,2014-15
201504010NYK,01/04/2015,19812,2014-15
201504010HOU,01/04/2015,18312,2014-15
201504010MIL,01/04/2015,15215,2014-15
201504010MIN,01/04/2015,12699,2014-15
201504010OKC,01/04/2015,18203,2014-15
201504010UTA,01/04/2015,18275,2014-15
201504010POR,01/04/2015,19639,2014-15
201504010LAL,01/04/2015,17165,2014-15
201504020CLE,02/04/2015,20562,2014-15
201504020DAL,02/04/2015,20062,2014-15
201504020GSW,02/04/2015,19596,2014-15
201504030IND,03/04/2015,18165,2014-15
201504030WAS,03/04/2015,19389,2014-15
201504030BOS,03/04/2015,18624,2014-15
201504030BRK,03/04/2015,17732,2014-15
201504030CHI,03/04/2015,22058,2014-15
201504030MEM,03/04/2015,18119,2014-15
201504030MIN,03/04/2015,18334,2014-15
201504030SAS,03/04/2015,18581,2014-15
201504030SAC,03/04/2015,17021,2014-15
201504030LAL,03/04/2015,18997,2014-15
201504040CHO,04/04/2015,17286,2014-15
201504040ATL,04/04/2015,18769,2014-15
201504040DET,04/04/2015,16133,2014-15
201504040TOR,04/04/2015,19800,2014-15
201504040MEM,04/04/2015,18119,2014-15
201504040DAL,04/04/2015,20407,2014-15
201504040MIL,04/04/2015,14090,2014-15
201504040DEN,04/04/2015,15566,2014-15
201504040PHO,04/04/2015,18055,2014-15
201504040POR,04/04/2015,19781,2014-15
201504050OKC,05/04/2015,18203,2014-15
201504050CLE,05/04/2015,20562,2014-15
201504050IND,05/04/2015,18165,2014-15
201504050SAS,05/04/2015,18581,2014-15
201504050NYK,05/04/2015,19812,2014-15
201504050SAC,05/04/2015,16716,2014-15
201504050LAL,05/04/2015,18997,2014-15
201504060BRK,06/04/2015,17416,2014-15
201504070ATL,07/04/2015,18650,2014-15
201504070MIA,07/04/2015,19694,2014-15
201504070NOP,07/04/2015,18097,2014-15
201504070OKC,07/04/2015,18203,2014-15
201504070SAC,07/04/2015,16770,2014-15
201504070LAC,07/04/2015,19438,2014-15
201504080CHO,08/04/2015,15593,2014-15
201504080DET,08/04/2015,14284,2014-15
201504080ORL,08/04/2015,18249,2014-15
201504080PHI,08/04/2015,12611,2014-15
201504080BRK,08/04/2015,17732,2014-15
201504080NYK,08/04/2015,19812,2014-15
